online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
0,0,4.2,127,30,29,769,400.0,5047
0,0,4.1,163,30,62,873,200.0,5047
0,0,3.7,29,0,20,1196,500.0,5047
0,0,2.9,107,3,20,1196,450.0,5047
0,0,4.0,147,30,30,767,400.0,5047
0,0,3.9,144,46,13,377,550.0,5047
0,0,3.7,118,0,30,956,300.0,5047
0,0,2.2,90,3,20,1196,750.0,5047
0,0,3.7,93,30,20,1196,900.0,5047
0,0,2.3,291,3,20,1597,250.0,5047
0,0,3.9,194,28,20,1589,400.0,5047
1,0,3.8,109,30,20,1196,500.0,5047
1,0,3.8,187,28,13,339,500.0,2287
1,1,4.4,2496,3,57,1343,900.0,5047
1,1,4.1,459,28,20,695,700.0,1686
1,0,4.1,53,28,13,502,600.0,4485
1,0,4.1,232,28,0,181,500.0,1587
1,0,4.3,134,28,29,181,300.0,4149
1,0,4.0,183,28,69,1121,400.0,4210
1,0,4.2,170,28,13,361,600.0,3084
1,0,4.1,240,28,30,953,500.0,2293
1,0,4.2,213,28,30,959,400.0,608
1,0,3.9,240,28,30,789,500.0,3735
1,0,3.9,181,28,30,767,400.0,1592
0,0,4.1,522,28,13,404,550.0,5047
0,0,2.9,56,28,70,1121,200.0,5047
0,0,3.8,73,28,0,181,200.0,5047
0,0,4.3,251,28,30,956,200.0,5047
0,0,3.9,86,28,30,949,250.0,5047
1,1,4.2,239,28,22,349,600.0,778
0,0,4.0,321,28,30,773,500.0,5047
1,0,3.8,51,28,29,181,500.0,1616
1,0,3.8,89,28,30,957,400.0,539
0,0,3.2,63,28,3,191,600.0,5047
1,0,3.9,42,28,30,1121,250.0,2862
0,0,2.9,231,28,30,793,800.0,5047
1,0,3.9,45,28,11,778,400.0,3953
1,0,3.9,47,28,69,1121,100.0,355
1,0,4.1,91,28,0,181,500.0,3972
1,0,3.6,34,28,30,956,300.0,5047
1,0,3.9,153,28,41,427,400.0,1648
0,0,4.3,425,3,30,951,200.0,5047
1,0,4.0,41,3,41,442,400.0,622
1,0,3.9,101,3,30,956,400.0,363
0,0,4.5,208,30,30,956,400.0,5047
1,0,3.9,74,30,20,129,800.0,3327
1,0,4.4,825,30,30,956,400.0,4564
1,0,4.2,249,0,32,210,500.0,380
1,0,4.4,359,30,30,773,400.0,1757
1,1,3.8,362,30,20,291,600.0,4839
1,0,4.1,193,30,30,789,300.0,2297
0,0,4.2,127,30,29,769,400.0,5047
0,0,4.1,108,30,13,427,700.0,5047
0,0,4.0,160,0,68,1640,150.0,5047
1,0,4.0,71,0,30,773,300.0,507
1,0,4.0,204,0,14,350,500.0,2408
1,0,4.2,450,30,13,362,400.0,5047
1,0,4.0,129,30,30,767,300.0,760
0,0,4.1,201,30,62,1628,250.0,5047
0,0,3.9,41,0,3,195,200.0,5047
0,0,4.0,147,30,30,767,400.0,5047
1,0,3.5,221,0,70,1119,400.0,3709
0,0,3.7,118,0,30,956,300.0,5047
1,0,4.0,130,0,30,949,230.0,3239
1,0,4.1,205,30,30,956,300.0,4567
1,1,4.1,590,28,21,688,1200.0,3043
0,0,4.3,680,28,52,685,1500.0,5047
0,0,4.5,2800,28,21,1170,1200.0,5047
0,1,4.7,3855,28,20,1325,1600.0,5047
0,0,4.3,357,28,20,1416,1200.0,5047
1,1,4.3,4321,28,52,625,1600.0,2352
0,1,4.1,2461,28,20,1493,1000.0,5047
0,1,4.3,1209,28,5,803,1500.0,5047
0,1,4.6,324,28,20,1436,1300.0,5047
0,1,4.2,1216,28,20,1490,1200.0,5047
1,1,4.2,2206,28,60,10,1200.0,4416
0,1,4.1,1239,28,20,1423,800.0,5047
0,1,3.9,1779,28,4,899,1300.0,5047
1,0,4.3,2420,28,20,1156,800.0,283
1,1,4.1,1547,28,20,165,1000.0,2488
1,0,4.1,138,28,20,1485,800.0,25
0,1,4.0,720,28,60,890,1500.0,5047
1,0,4.0,1986,28,20,294,800.0,4053
1,0,4.1,956,28,20,1613,600.0,147
1,0,4.2,380,28,20,266,750.0,650
0,1,4.1,1195,28,26,979,1200.0,5047
1,1,4.1,459,28,20,695,700.0,1686
0,1,4.3,1079,28,21,50,800.0,5047
1,1,4.2,1033,28,21,614,1100.0,3401
1,1,3.9,887,28,20,1156,900.0,5030
0,1,4.1,1445,28,13,380,800.0,5047
1,0,4.0,181,28,20,1214,550.0,3675
1,1,4.0,1016,28,58,882,1300.0,1247
1,1,4.1,1405,28,26,1296,1100.0,2159
0,0,3.9,764,28,14,358,600.0,5047
1,0,4.1,232,28,20,1296,1000.0,4426
1,1,4.2,1432,28,20,64,800.0,1296
1,1,4.1,1322,28,20,1222,1200.0,4427
1,1,4.0,790,28,20,696,1300.0,3110
1,1,4.1,847,28,21,1546,1100.0,5047
0,0,3.8,919,28,20,1156,600.0,5047
1,0,4.0,510,28,19,460,1000.0,2469
1,1,3.8,763,28,20,1156,600.0,2769
1,0,3.9,34,28,20,1091,750.0,184
1,1,4.0,347,28,20,1295,1000.0,5047
1,0,3.9,914,28,4,1266,1000.0,1452
1,1,3.8,561,28,20,1156,800.0,3640
1,1,4.1,294,28,20,938,500.0,5047
1,0,3.9,349,28,20,609,600.0,679
1,0,4.0,1310,28,20,625,750.0,4276
1,0,4.1,589,28,20,558,700.0,4763
0,1,4.1,468,28,20,1064,700.0,5047
1,0,4.0,118,28,20,604,600.0,3059
0,0,4.0,130,28,62,1589,300.0,5047
1,0,4.0,200,28,62,1087,400.0,5047
0,0,4.2,386,28,13,427,700.0,5047
1,0,4.1,181,28,20,604,700.0,4765
1,0,3.7,218,28,20,1423,500.0,3668
0,0,3.8,117,28,62,1209,350.0,5047
0,0,3.8,59,28,20,1423,500.0,5047
0,0,3.7,536,28,20,1304,950.0,5047
0,0,3.8,234,28,62,1250,400.0,5047
1,0,4.0,180,28,20,1589,450.0,3617
1,0,3.9,85,28,62,1490,300.0,2907
1,1,3.9,728,28,13,416,800.0,2483
0,0,3.1,97,28,20,517,650.0,5047
0,0,3.7,246,28,20,286,450.0,5047
1,0,3.7,125,28,12,217,400.0,1505
1,0,3.7,666,28,20,201,650.0,305
0,0,3.7,203,28,20,1314,900.0,5047
0,0,4.1,522,28,13,404,550.0,5047
0,0,2.9,51,28,20,1451,600.0,5047
0,0,4.0,99,28,20,604,850.0,5047
1,1,4.4,4410,28,22,1468,600.0,3738
0,0,4.0,194,28,20,1555,500.0,5047
1,0,3.6,519,28,20,1589,400.0,124
0,0,3.8,179,28,62,1366,400.0,5047
0,1,3.9,165,28,20,1592,1000.0,5047
1,0,3.7,132,28,13,504,400.0,5047
1,1,4.2,239,28,22,349,600.0,778
0,0,3.4,97,28,21,1559,1100.0,5047
1,0,2.6,208,28,20,602,650.0,85
0,0,3.8,82,28,47,1472,1000.0,5047
1,0,3.9,410,28,20,1196,500.0,3666
1,0,3.8,46,28,13,318,450.0,4883
0,0,3.3,177,28,20,1222,950.0,5047
1,0,3.8,146,28,20,521,600.0,4770
0,0,3.5,134,28,20,1196,650.0,5047
0,0,4.0,88,28,20,1235,500.0,5047
1,0,3.1,320,28,20,1354,700.0,1427
0,0,3.4,48,28,13,436,550.0,5047
1,0,4.1,2402,28,20,1402,750.0,2117
0,0,2.3,176,28,20,1156,450.0,5047
0,0,3.9,194,28,20,1589,400.0,5047
1,0,3.0,64,28,20,1554,750.0,2984
0,0,3.5,65,28,20,1420,750.0,5047
0,0,2.7,39,28,20,1209,500.0,5047
0,0,3.0,55,28,20,65,800.0,5047
1,0,3.0,57,28,20,604,650.0,1407
0,0,3.7,48,28,20,1335,800.0,5047
1,0,3.6,43,28,20,583,600.0,5047
1,0,3.7,127,28,13,467,700.0,513
1,0,3.9,185,28,20,1474,750.0,4186
0,0,3.0,54,28,62,1597,300.0,5047
1,0,2.7,85,28,13,496,500.0,3093
1,0,3.8,187,28,13,339,500.0,5047
1,0,4.0,260,28,62,1156,300.0,5047
0,0,4.1,873,28,62,1547,300.0,5047
0,0,4.1,98,28,62,1112,400.0,5047
1,1,4.0,205,28,62,1476,700.0,2228
1,0,3.6,49,28,62,311,300.0,821
0,0,3.9,440,28,62,322,400.0,5047
1,0,4.3,539,28,62,617,300.0,4696
1,0,3.9,37,28,62,753,400.0,781
1,0,4.1,140,28,62,1547,100.0,5047
1,0,3.8,217,28,62,1156,450.0,1903
1,0,3.9,313,28,62,1190,500.0,1027
1,0,3.8,184,28,62,322,500.0,5047
1,0,4.0,319,28,62,1474,400.0,3141
1,0,4.1,206,28,65,370,400.0,2520
1,0,3.7,43,28,62,1196,500.0,4309
1,0,4.0,113,28,62,1649,200.0,4244
1,0,3.7,81,28,62,826,500.0,3023
1,0,3.8,46,28,62,1465,450.0,3109
0,0,3.8,40,28,62,1547,100.0,5047
1,0,3.7,132,28,62,1177,250.0,3932
1,0,3.0,354,28,62,1285,400.0,1910
1,0,3.8,171,28,62,1156,250.0,3521
1,0,3.7,171,28,62,862,200.0,3571
1,0,2.5,321,28,62,1241,400.0,3391
1,0,4.0,273,28,62,1507,600.0,5047
1,0,3.9,92,28,62,1602,300.0,5047
0,0,4.2,378,28,62,1589,300.0,5047
0,0,3.9,115,28,62,1547,200.0,5047
1,0,3.9,386,28,62,1476,600.0,3488
1,0,3.3,212,28,62,236,350.0,1964
1,0,3.7,55,28,62,1620,200.0,3805
1,0,3.7,117,28,62,1156,150.0,5047
0,0,3.1,138,28,62,868,300.0,5047
0,0,2.9,231,28,30,793,800.0,5047
0,0,3.6,140,28,62,877,300.0,5047
0,0,3.4,25,28,62,1628,200.0,5047
1,0,3.9,153,28,41,427,400.0,1648
1,0,3.9,62,28,62,324,300.0,1092
1,1,4.4,2496,3,57,1343,900.0,5047
0,1,4.4,2075,3,54,733,1200.0,5047
0,1,4.5,787,3,20,965,1500.0,5047
1,1,4.4,2241,3,21,744,1200.0,4237
0,1,4.3,966,3,21,1417,1000.0,5047
0,0,4.2,1292,3,20,43,800.0,5047
1,1,4.2,1976,3,20,87,1000.0,461
1,0,4.6,409,3,20,0,1000.0,3052
1,0,3.6,798,3,20,286,550.0,4205
1,0,4.0,539,3,20,610,800.0,4769
1,1,4.1,1027,3,20,1156,1000.0,3297
1,1,4.0,743,3,20,296,800.0,1301
1,0,3.7,111,3,20,43,800.0,2557
0,0,3.9,124,3,13,446,500.0,5047
1,0,3.9,50,3,13,332,600.0,4517
1,0,2.7,426,3,20,1599,400.0,5047
1,0,4.0,101,3,20,1079,500.0,5047
1,0,3.2,136,3,20,1209,500.0,588
1,1,3.5,551,3,20,1236,600.0,5047
1,0,3.1,122,3,62,609,500.0,5047
0,0,2.9,107,3,20,1196,450.0,5047
0,1,2.9,200,3,20,602,1000.0,5047
0,0,3.3,67,3,20,1196,600.0,5047
0,0,2.8,80,3,20,46,650.0,5047
1,0,2.6,170,3,20,978,600.0,2623
0,0,3.4,66,3,20,590,800.0,5047
1,1,2.9,90,3,20,1449,800.0,2565
0,0,2.2,90,3,20,1196,750.0,5047
0,0,2.3,291,3,20,1597,250.0,5047
1,0,3.9,190,3,30,959,400.0,610
0,0,3.3,50,3,41,521,400.0,5047
1,0,3.9,202,3,62,1196,250.0,281
1,0,3.2,146,3,62,1218,350.0,2443
1,0,4.0,911,3,62,1110,600.0,5047
1,0,4.1,600,3,62,1156,400.0,1567
1,0,3.2,188,3,62,323,600.0,4929
1,0,2.9,154,3,62,197,600.0,5047
1,0,3.8,95,3,41,674,1100.0,5
0,0,3.5,56,3,62,1587,400.0,5047
1,0,3.7,51,3,62,1156,300.0,5047
1,0,2.4,158,3,62,1196,300.0,566
1,0,3.1,178,3,62,42,250.0,5047
0,1,4.9,6404,0,20,813,1600.0,5047
0,0,4.3,2486,30,20,1552,450.0,5047
0,1,4.6,538,30,20,1261,1100.0,5047
1,1,4.3,1265,30,22,922,800.0,5047
1,1,4.3,1247,30,20,1343,1000.0,5047
0,1,4.4,1154,0,21,1369,1100.0,5047
0,1,4.3,1246,30,21,1480,1000.0,5047
1,0,3.9,74,30,20,129,800.0,3328
1,1,4.2,177,30,20,924,800.0,5047
0,0,4.2,713,30,13,332,500.0,5047
1,0,4.4,1972,30,20,238,800.0,2137
1,0,3.9,684,30,20,1389,650.0,5047
1,1,4.1,1080,30,20,1196,1000.0,5047
1,1,4.3,885,30,20,558,1700.0,5047
1,0,4.4,181,30,9,231,250.0,5047
1,1,4.1,367,30,20,1665,1200.0,5047
0,0,3.9,205,0,20,283,550.0,5047
0,1,3.7,570,30,20,701,800.0,5047
0,0,4.1,710,30,13,445,850.0,5047
1,1,3.8,362,30,20,291,600.0,5047
1,0,3.8,367,0,20,1156,600.0,5047
1,0,4.0,137,30,62,1571,350.0,5047
1,0,3.7,136,0,20,1196,500.0,5047
1,0,4.1,464,0,13,344,500.0,5047
1,0,3.8,210,46,20,1235,600.0,5047
1,1,4.1,553,30,20,991,900.0,5047
1,0,3.9,247,0,62,202,400.0,5047
1,0,4.0,958,30,62,1356,500.0,5047
1,1,4.1,176,30,20,1591,500.0,5047
1,0,4.1,130,30,13,473,650.0,5047
1,0,3.8,232,30,20,68,600.0,5047
1,0,4.1,295,0,20,250,700.0,5047
1,0,3.7,115,0,20,565,550.0,5047
1,0,4.1,166,30,62,256,400.0,5047
0,1,3.8,151,30,46,1157,1350.0,5047
1,1,3.8,584,30,20,1381,1200.0,5047
1,0,4.0,808,46,20,1209,500.0,4706
1,0,4.2,465,0,62,1179,300.0,5047
1,0,4.1,381,0,62,84,250.0,4065
1,0,3.5,80,30,20,72,750.0,1433
1,0,3.9,91,30,13,439,300.0,5047
1,0,4.2,450,30,13,362,400.0,5047
1,0,4.0,310,30,13,388,750.0,3794
1,1,3.7,205,30,57,536,1000.0,2207
1,0,4.1,303,30,62,1569,200.0,5047
0,0,4.2,424,30,62,1547,100.0,5047
1,0,3.8,42,1,62,1589,300.0,5047
0,0,3.8,46,30,13,332,400.0,5047
1,0,3.7,158,30,20,251,700.0,5047
1,0,4.0,108,30,62,329,500.0,5047
0,0,4.1,163,30,62,873,200.0,5047
1,0,3.9,315,30,62,1639,300.0,5047
1,0,3.9,126,30,62,1589,400.0,5047
0,0,4.0,160,0,68,1640,150.0,5047
1,0,3.9,212,30,20,920,500.0,5047
1,0,3.7,476,0,62,1235,450.0,5047
1,0,3.7,133,30,20,607,700.0,5047
1,0,4.0,199,0,62,1156,300.0,5047
1,0,4.0,109,0,62,1156,300.0,5047
0,0,2.9,84,0,20,1185,500.0,5047
1,0,3.1,140,0,20,1182,600.0,5047
0,0,3.8,37,30,62,1547,200.0,5047
1,0,3.8,184,0,62,858,400.0,5047
1,0,3.7,288,46,62,1196,500.0,1044
0,0,3.7,30,0,20,1196,500.0,5047
0,0,3.7,29,0,20,1196,500.0,5047
1,0,3.3,97,46,62,1156,400.0,5047
1,0,3.5,221,0,70,1119,400.0,5047
1,0,3.8,282,30,20,283,800.0,5047
1,0,3.8,61,0,62,203,300.0,3812
1,0,3.9,135,30,62,866,350.0,5047
0,0,3.8,58,0,62,1547,300.0,5047
0,0,3.9,41,0,3,195,200.0,5047
1,0,3.5,177,0,62,203,500.0,5047
1,0,3.7,195,0,62,1156,400.0,5047
0,0,3.9,144,46,13,377,550.0,5047
1,0,3.8,254,0,20,521,550.0,5047
1,0,3.0,61,0,13,332,650.0,5047
1,0,3.8,614,0,13,472,600.0,5047
1,0,3.9,247,30,13,406,400.0,5047
1,0,3.9,128,46,20,1568,500.0,5047
1,0,3.9,358,0,62,1196,400.0,5047
1,0,3.6,71,0,62,1248,350.0,1184
1,0,4.0,113,0,12,1652,250.0,5047
0,0,3.7,41,0,20,282,450.0,5047
1,0,3.1,68,30,62,1140,550.0,5047
1,0,2.9,42,0,62,1432,250.0,5047
1,0,2.9,132,0,62,565,300.0,5047
1,0,3.8,75,30,62,1046,300.0,5047
1,0,3.1,245,46,62,1257,300.0,5047
0,1,3.8,176,30,20,1157,1350.0,5047
0,0,3.7,93,30,20,1196,900.0,5047
1,0,3.0,57,30,62,1329,400.0,5047
1,0,4.0,166,30,62,1589,400.0,5047
0,0,3.7,167,30,13,437,400.0,5047
1,0,3.6,241,46,62,1196,300.0,5047
1,1,3.9,488,0,13,710,700.0,5047
1,0,3.9,438,0,20,197,650.0,5047
1,0,2.9,258,0,62,1156,250.0,5047
0,1,4.3,1246,30,21,1480,1000.0,5047
0,1,3.9,1779,28,4,899,1300.0,5047
0,0,4.3,680,28,52,685,1500.0,5047
0,0,4.5,2800,28,21,1170,1200.0,5047
1,1,4.3,4321,28,52,625,1600.0,5047
1,1,4.2,2206,28,60,10,1200.0,5047
0,1,4.0,720,28,60,890,1500.0,5047
1,1,4.1,590,28,21,688,1200.0,5047
0,1,4.1,1195,28,26,979,1200.0,5047
1,1,4.0,1016,28,58,882,1300.0,5047
1,1,4.1,1405,28,26,1296,1100.0,5047
1,1,4.1,847,28,21,1546,1100.0,4831
1,0,3.9,914,28,4,1266,1000.0,5047
0,0,3.4,97,28,21,1559,1100.0,5047
1,1,4.4,2496,3,57,1343,900.0,5047
1,1,4.4,2241,3,21,744,1200.0,5047
0,1,4.4,1154,0,21,1369,1100.0,5047
0,1,3.8,151,30,46,1157,1350.0,5047
0,1,4.6,1502,34,20,813,1400.0,5047
0,1,4.4,1099,34,21,1172,1400.0,5047
0,1,4.2,1132,34,20,1325,1600.0,5047
1,1,4.5,1228,34,20,1385,800.0,5047
1,1,4.4,347,34,20,249,600.0,5047
1,1,4.3,473,34,20,1547,750.0,5047
1,1,4.2,405,34,20,1509,1500.0,5047
1,0,3.8,311,34,20,723,800.0,5047
1,1,3.7,399,34,20,1414,1000.0,5047
0,0,4.1,111,35,20,799,1400.0,5047
1,0,4.0,3128,35,20,1402,750.0,5047
1,1,4.1,840,35,13,474,800.0,5047
0,0,4.5,1181,34,16,338,900.0,5047
1,1,4.2,559,34,13,406,1200.0,5047
1,0,4.1,399,34,33,785,700.0,5047
1,1,4.1,577,34,13,455,700.0,5047
0,0,4.3,167,34,13,332,500.0,5047
0,0,3.8,92,34,13,332,700.0,5047
0,0,4.0,241,34,13,387,600.0,5047
1,0,4.1,172,34,13,763,700.0,5047
1,0,4.1,274,34,13,416,900.0,5047
0,0,3.8,110,34,22,1221,700.0,5047
1,0,3.7,46,34,13,332,500.0,5047
1,0,3.8,140,34,13,409,650.0,5047
1,0,3.6,56,34,13,332,650.0,5047
1,0,3.9,97,34,13,437,350.0,5047
1,1,4.4,2589,35,22,1468,600.0,5047
1,0,4.3,191,21,13,357,700.0,5047
1,1,4.3,496,35,19,372,800.0,5047
1,0,4.0,722,35,13,374,1000.0,5047
1,1,3.6,104,35,13,654,800.0,5047
1,1,4.5,506,23,13,455,650.0,5047
1,0,4.1,98,23,13,384,500.0,5047
1,0,3.7,73,2,19,398,500.0,5047
1,0,3.8,44,2,13,389,500.0,5047
1,0,3.8,77,2,13,436,550.0,5047
1,0,4.4,287,55,29,930,500.0,2311
1,0,3.8,221,34,30,959,400.0,5047
1,0,3.6,531,57,29,923,450.0,5047
1,0,3.7,52,34,62,1046,350.0,4864
1,0,4.4,1418,35,62,1115,300.0,5047
1,0,3.3,238,60,62,1196,400.0,5047
1,0,3.9,420,35,20,1524,800.0,5047
1,0,4.0,148,21,29,260,400.0,5047
1,1,4.5,1228,34,20,1385,800.0,5047
1,0,4.0,253,23,20,1386,600.0,5047
1,0,3.7,205,55,41,322,400.0,5047
1,0,4.1,327,34,62,1589,300.0,2675
1,0,4.2,376,34,62,1644,350.0,5047
1,0,3.7,215,2,72,574,450.0,5047
1,0,3.8,109,2,21,56,600.0,5047
1,0,3.7,297,2,62,235,200.0,5047
1,0,3.8,128,55,62,1494,300.0,5047
0,0,3.9,87,34,30,773,300.0,5047
1,0,4.8,265,34,30,767,400.0,5047
1,0,4.0,209,34,62,1507,600.0,5047
1,0,3.2,123,2,20,1033,600.0,5047
1,1,3.0,160,23,20,1155,650.0,5047
1,0,4.1,189,34,62,1547,100.0,4138
1,0,3.7,306,55,62,1338,400.0,5047
1,1,4.0,202,55,62,1189,450.0,5047
1,0,3.5,408,55,62,323,600.0,5047
1,0,3.9,96,34,62,591,300.0,1679
1,0,4.2,432,34,30,773,500.0,5047
1,0,3.9,247,55,62,1045,400.0,5047
1,0,4.1,343,35,72,1392,500.0,5047
1,0,3.9,162,34,29,1465,750.0,5047
1,0,3.9,232,35,29,235,650.0,5047
1,0,2.6,210,55,62,1196,400.0,5047
1,0,3.6,153,55,62,1517,400.0,360
1,0,2.7,182,35,20,1426,450.0,5047
1,0,3.7,93,35,62,1058,400.0,5047
1,0,4.3,332,23,62,322,300.0,5047
1,0,3.8,257,2,62,1196,600.0,5047
1,0,3.4,182,2,20,577,500.0,5047
1,1,4.4,347,34,20,249,600.0,5047
1,0,4.0,156,55,66,320,550.0,5047
1,0,3.7,41,23,29,1513,400.0,5047
1,0,3.6,195,34,62,1196,500.0,5047
1,0,3.8,140,34,20,925,700.0,5047
1,1,4.3,1437,35,20,1625,1500.0,5047
1,0,3.5,324,2,20,1375,600.0,5047
1,0,3.9,115,35,20,521,550.0,5047
1,0,3.7,50,64,30,769,300.0,5047
1,0,3.2,107,23,29,1156,500.0,5047
1,0,3.9,35,34,29,181,500.0,5047
1,0,3.6,68,60,20,309,450.0,5047
1,1,4.1,577,34,13,455,700.0,5047
0,0,3.4,58,55,62,1586,500.0,5047
1,0,2.7,64,55,41,521,700.0,5047
1,0,4.0,177,55,20,698,600.0,5047
1,0,3.9,190,35,20,1058,600.0,5047
1,0,3.8,140,35,62,1190,500.0,5047
1,0,3.9,110,35,62,817,400.0,5047
1,0,3.7,48,55,72,93,150.0,5047
1,0,2.6,227,2,62,1002,600.0,5047
1,0,3.8,128,35,62,851,400.0,5047
1,0,4.0,220,23,20,558,500.0,5047
1,0,3.8,88,34,62,1047,400.0,5047
1,0,3.6,90,55,62,1670,400.0,5047
1,0,3.7,370,35,20,111,800.0,5047
1,1,4.5,755,55,4,737,1300.0,5047
1,0,3.9,611,2,20,539,750.0,5047
1,0,3.8,103,55,62,1156,400.0,5047
1,0,3.9,71,2,62,547,250.0,5047
0,0,4.5,1181,34,16,338,900.0,5047
1,1,4.2,341,34,26,912,1400.0,5047
1,0,3.8,151,2,62,1476,500.0,5047
1,0,3.8,109,2,30,956,450.0,5047
1,0,3.1,78,23,29,1296,500.0,5047
1,0,3.4,78,2,62,1552,400.0,5047
1,0,3.6,76,35,62,1061,450.0,5047
1,0,3.9,84,55,30,767,300.0,5047
0,0,4.1,470,34,20,1156,800.0,5047
1,0,3.7,57,23,29,624,500.0,5047
1,0,3.1,150,34,20,1181,500.0,5047
1,0,3.8,140,34,13,409,650.0,5047
1,0,3.4,378,34,62,1474,400.0,5047
1,0,3.7,118,35,62,609,450.0,5047
1,0,2.7,171,34,20,282,500.0,5047
1,1,4.2,559,34,13,406,1200.0,5047
1,0,3.6,42,55,20,103,600.0,5047
1,1,4.5,506,23,13,455,650.0,5047
1,0,3.3,63,2,20,1197,500.0,5047
1,0,3.7,91,34,62,1628,200.0,5047
1,0,3.9,97,34,13,437,350.0,2407
1,1,4.0,694,55,20,1375,1200.0,5047
1,0,3.9,55,34,9,215,400.0,5047
1,0,3.7,91,34,20,1277,500.0,5047
1,0,4.0,297,34,62,1156,350.0,5047
1,0,4.1,200,34,20,1067,800.0,5047
1,0,3.8,49,35,62,1597,300.0,5047
1,0,3.7,64,2,62,581,400.0,5047
1,0,2.7,194,55,20,1599,400.0,5047
1,0,4.1,399,34,33,785,700.0,5047
1,0,4.1,98,23,13,384,500.0,5047
1,0,3.9,224,2,20,611,600.0,5047
1,0,2.6,254,2,20,1196,1050.0,5047
1,0,4.2,386,34,62,322,500.0,4477
0,1,3.9,300,34,20,56,750.0,5047
1,0,3.9,64,34,31,770,600.0,5047
1,1,4.1,840,35,13,474,800.0,5047
1,0,4.0,3128,35,20,1402,750.0,5047
1,0,4.0,91,55,62,322,500.0,5047
1,0,3.7,145,55,20,1495,600.0,5047
1,1,4.2,1196,34,60,888,1400.0,5047
1,0,4.0,89,34,62,817,200.0,5047
1,1,3.6,104,35,13,654,800.0,5047
1,0,4.0,96,34,9,210,400.0,5047
1,0,3.9,375,55,62,54,400.0,5047
1,1,3.9,293,34,20,1521,900.0,5047
1,0,3.8,31,2,41,773,300.0,5047
1,0,3.6,147,35,20,1276,700.0,5047
1,0,4.0,398,55,20,14,1500.0,5047
1,0,3.8,69,34,62,1156,300.0,5047
1,0,4.3,191,21,13,357,700.0,5047
1,0,4.0,469,55,20,69,550.0,5047
1,0,3.7,118,35,62,84,300.0,5047
0,0,4.0,83,34,62,1352,500.0,5047
1,0,3.9,191,21,20,1386,650.0,5047
1,1,3.7,83,34,20,59,800.0,5047
1,0,3.3,58,35,62,1497,300.0,5047
1,0,3.7,301,35,20,262,750.0,5047
0,0,3.9,47,34,62,1439,500.0,5047
1,1,4.1,448,34,20,609,500.0,5047
1,0,3.3,351,2,51,79,350.0,5047
1,0,3.7,86,55,62,1109,400.0,5047
1,1,3.5,131,2,20,1328,1000.0,5047
1,0,3.8,306,55,62,1499,400.0,5047
1,1,4.4,2589,35,22,1468,600.0,5047
1,0,3.7,600,55,20,66,600.0,5047
1,0,3.6,92,2,62,106,400.0,5047
1,0,3.7,209,34,20,1057,600.0,5047
1,0,3.8,80,34,20,521,750.0,5047
0,1,4.4,1099,34,21,1172,1400.0,5047
1,0,4.1,498,34,62,1644,250.0,5047
1,0,3.9,283,2,62,1335,250.0,5047
1,0,2.8,100,55,41,735,800.0,5047
1,0,3.8,48,2,70,1121,150.0,5047
1,0,4.2,533,55,20,1135,800.0,5047
1,0,3.8,185,35,62,235,250.0,5047
1,1,4.5,1013,34,20,558,1100.0,5047
0,0,4.3,259,34,30,951,200.0,5047
1,1,4.1,229,35,20,1065,550.0,5047
1,0,3.8,232,20,20,1196,500.0,5047
1,0,3.9,240,34,20,235,600.0,5047
1,0,3.3,145,2,20,610,900.0,5047
1,0,3.7,71,2,20,82,450.0,4608
1,0,4.0,72,35,20,1088,400.0,5047
1,0,3.7,214,34,20,111,700.0,5047
1,0,3.9,186,35,62,558,500.0,5047
1,0,3.5,119,34,20,266,750.0,976
1,0,3.8,289,34,20,296,600.0,940
1,0,2.7,227,64,20,572,750.0,5047
1,0,2.8,234,34,20,521,700.0,5047
1,0,4.0,120,35,32,216,150.0,4304
1,0,3.5,312,35,20,1145,700.0,4060
1,1,3.9,321,34,20,52,750.0,5047
1,0,3.7,73,2,19,398,500.0,4880
1,0,3.9,39,34,62,218,300.0,1716
1,0,4.0,209,35,62,1150,550.0,4158
1,0,4.1,174,34,30,953,500.0,2642
1,0,3.8,173,21,62,235,300.0,4943
1,1,4.4,2329,34,54,39,1400.0,1486
1,0,4.4,203,34,20,131,800.0,5047
1,1,4.3,496,35,19,372,800.0,5047
1,0,3.9,358,21,20,1384,650.0,5047
1,1,4.3,473,34,20,1547,750.0,5047
1,1,4.5,418,35,20,145,1200.0,454
1,0,3.9,219,35,20,68,600.0,4192
0,1,4.3,416,34,54,799,1800.0,5047
0,0,3.8,110,34,22,1221,700.0,5047
1,0,3.8,98,2,20,558,500.0,5047
1,0,4.0,175,35,62,208,400.0,5047
1,0,3.6,519,34,20,1399,600.0,1227
1,0,3.9,93,34,62,1358,400.0,5047
1,0,4.1,274,34,13,416,900.0,3450
1,0,3.7,220,34,62,266,400.0,5047
1,1,4.0,667,2,20,1307,700.0,5047
1,0,4.1,155,34,20,558,1100.0,5047
1,0,3.9,41,35,62,315,550.0,2188
1,0,4.1,201,34,20,1543,650.0,4366
1,0,4.0,722,35,13,374,1000.0,5047
1,1,4.2,405,34,20,1509,1500.0,5047
1,1,4.1,223,34,20,135,500.0,5047
1,0,4.2,219,34,20,84,1000.0,1331
1,0,3.7,124,34,20,760,600.0,5047
