online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
0,1,3.9,681,12,21,1559,1200.0,5047
1,1,4.0,933,12,21,22,1000.0,5047
0,1,3.9,746,12,57,886,1500.0,5047
0,1,4.5,8382,8,61,20,2000.0,5047
0,1,4.5,5265,76,21,5,2500.0,5047
0,0,4.5,1576,8,21,1547,1500.0,5047
1,1,4.6,1217,76,21,146,1700.0,5047
0,0,4.3,609,76,60,671,1300.0,5047
1,1,4.3,3485,48,61,646,1700.0,5047
0,1,4.2,1427,49,60,667,1500.0,5047
0,1,4.4,2041,48,21,927,1200.0,5047
0,1,4.1,1330,48,21,810,2100.0,5047
0,1,4.3,596,27,21,149,2500.0,5047
1,1,4.4,488,76,5,1124,1900.0,5047
0,1,4.3,2658,8,5,718,1300.0,5047
0,1,4.2,240,8,57,31,1500.0,5047
0,1,4.4,113,48,21,1225,1000.0,5047
0,1,4.3,286,76,5,1104,1200.0,5047
1,1,4.3,500,48,21,558,1300.0,5047
1,1,4.2,2272,76,21,815,1400.0,5047
0,1,4.2,1428,78,57,904,1300.0,5047
0,1,4.2,210,49,60,690,1000.0,5047
0,1,4.2,332,48,21,1375,1000.0,5047
1,1,4.2,982,78,21,913,1000.0,5047
1,1,4.3,394,8,5,892,1600.0,5047
0,0,4.2,4428,8,26,12,1200.0,5047
1,1,4.0,188,74,21,1361,1300.0,5047
0,1,4.2,538,49,26,1404,1500.0,5047
0,1,4.1,552,8,60,878,1100.0,5047
1,0,4.0,164,66,21,1156,1700.0,5047
1,1,4.3,225,49,5,122,2000.0,5047
0,0,4.0,949,8,57,1196,1100.0,5047
0,0,3.9,378,65,4,1235,1000.0,5047
0,1,4.1,93,65,57,664,1000.0,5047
1,0,4.2,121,48,21,1152,1000.0,5047
1,1,4.1,765,78,21,29,1200.0,5047
0,1,4.1,270,65,38,1156,4000.0,5047
0,0,4.2,38,66,4,897,2000.0,5047
0,1,4.4,424,65,38,521,3500.0,5047
0,0,4.1,1543,48,57,760,1200.0,5047
1,0,4.0,1205,8,8,663,2000.0,5047
0,1,4.1,336,49,21,1050,1800.0,5047
0,1,4.4,183,48,21,1013,1800.0,5047
0,0,3.9,190,76,4,878,600.0,5047
0,0,2.7,402,49,57,1196,1000.0,5047
0,0,3.9,234,47,5,996,1000.0,5047
0,0,3.5,54,48,21,154,1800.0,5047
0,0,3.1,123,48,21,1304,1200.0,5047
0,0,3.7,294,65,57,1296,1000.0,5047
0,1,4.0,195,49,47,1368,3000.0,5047
0,1,3.6,277,76,21,56,800.0,5047
0,1,3.8,108,78,4,1196,1400.0,5047
0,1,4.2,258,49,21,1661,1500.0,5047
1,1,3.9,96,8,21,1147,1300.0,5047
1,1,4.7,4677,15,59,1458,1300.0,5047
0,1,3.8,73,73,4,723,1200.0,5047
0,1,3.7,177,19,20,635,1200.0,5047
0,1,4.7,524,19,20,174,1500.0,5047
0,1,4.4,808,19,60,715,1200.0,5047
0,1,4.3,1147,19,20,1325,1600.0,5047
1,1,4.5,860,19,22,1468,600.0,5047
1,0,4.2,882,19,20,745,1100.0,5047
0,1,4.1,268,19,37,1168,3000.0,5047
0,1,3.9,285,19,37,1320,2200.0,5047
0,0,3.8,115,19,20,539,1200.0,5047
0,1,4.0,415,19,20,759,1400.0,5047
1,1,3.9,418,19,20,1538,800.0,5047
1,1,3.7,266,19,37,1419,2000.0,5047
1,1,3.2,426,19,20,1226,900.0,5047
0,1,2.5,118,19,20,1222,850.0,5047
0,0,3.5,43,19,20,1293,800.0,5047
0,1,3.7,74,19,21,545,1500.0,5047
1,1,4.5,860,19,22,1468,600.0,5047
1,0,4.1,351,19,13,505,700.0,5047
1,0,3.9,176,19,62,366,650.0,5047
1,0,3.2,79,19,13,359,500.0,5047
1,0,3.8,159,19,13,426,400.0,5047
1,0,3.1,64,19,13,332,600.0,5047
1,0,3.8,101,19,3,193,600.0,5047
1,0,3.0,119,19,13,440,700.0,5047
1,0,3.7,56,19,14,354,400.0,5047
0,0,4.0,134,19,17,427,400.0,5047
0,0,3.9,117,19,13,389,700.0,5047
1,0,4.0,65,19,9,229,200.0,5047
1,0,3.0,546,75,29,923,450.0,5047
1,0,3.7,152,19,12,217,200.0,1980
1,0,3.9,505,19,62,1438,250.0,5047
1,0,3.4,83,19,62,1193,300.0,5047
1,0,3.8,234,19,62,1235,400.0,5047
1,0,3.2,234,19,72,1516,500.0,3918
1,1,4.0,960,19,62,1196,500.0,5047
1,0,4.2,564,19,72,1392,500.0,1890
1,0,3.6,216,19,20,1258,500.0,5047
1,0,4.1,150,19,62,826,200.0,5047
1,0,3.1,1365,19,20,121,700.0,3041
1,0,3.8,560,19,62,323,600.0,5047
1,1,4.5,860,19,22,1468,600.0,5047
1,0,4.0,231,19,29,856,300.0,1859
1,0,3.7,945,19,62,237,500.0,5047
1,0,4.0,2043,19,20,294,800.0,5047
1,0,3.6,539,19,20,281,800.0,4620
1,0,4.0,117,19,62,513,300.0,5047
1,0,3.6,332,19,62,1196,250.0,5047
1,0,4.0,138,24,29,1190,500.0,5047
1,0,4.1,351,19,13,505,700.0,5047
1,0,3.7,570,19,62,1196,300.0,5047
1,0,4.1,349,19,29,235,650.0,1998
1,0,4.0,593,19,62,940,400.0,5047
1,0,3.9,682,19,62,322,450.0,5047
1,1,3.8,490,19,20,243,500.0,589
1,0,3.2,231,19,62,1330,400.0,5047
1,0,3.8,571,19,20,1037,600.0,5047
1,0,3.8,62,19,62,1547,200.0,5047
1,0,3.6,88,19,62,1209,400.0,5047
1,0,3.4,52,19,41,43,500.0,5047
1,0,3.8,237,19,62,945,400.0,5047
1,0,4.0,159,19,62,200,400.0,5047
1,0,3.7,130,19,62,567,400.0,5047
1,0,3.2,120,19,62,1474,750.0,5047
1,0,3.8,270,19,62,1474,500.0,5047
1,0,3.5,73,19,62,1156,400.0,5047
1,0,3.4,275,19,62,574,450.0,5047
1,0,3.8,478,19,62,1199,400.0,4350
1,0,2.9,78,19,62,1628,150.0,888
1,0,4.1,209,19,11,214,400.0,5047
1,0,4.0,371,19,29,821,450.0,5047
1,0,3.7,95,19,62,551,400.0,5047
1,0,3.4,173,19,20,97,650.0,5047
1,1,4.2,1134,19,20,1319,800.0,5047
1,0,4.0,262,19,62,1594,250.0,5047
1,0,3.7,522,19,20,46,450.0,5047
1,0,4.1,93,19,29,1113,600.0,5047
1,0,3.3,211,19,20,1237,550.0,5047
1,0,3.8,307,19,62,553,250.0,5047
1,0,4.0,407,19,68,1455,250.0,5047
1,1,4.3,1386,19,20,1246,900.0,5047
1,0,4.0,55,24,29,1465,750.0,5047
1,0,3.6,98,19,20,1203,700.0,5047
1,0,3.1,273,19,62,1473,400.0,5047
1,0,3.9,81,19,29,181,500.0,5047
1,0,4.0,162,19,62,1629,300.0,5047
1,0,3.2,79,19,13,359,500.0,5047
1,0,4.0,426,19,62,1630,150.0,5047
1,0,3.9,678,19,20,292,800.0,5047
1,0,3.7,294,19,20,1255,500.0,5047
1,0,3.6,399,19,20,1169,700.0,5047
1,1,3.9,418,19,20,1538,800.0,5047
1,0,3.8,514,19,20,599,750.0,5047
1,0,3.7,255,19,62,1285,350.0,5047
1,0,3.7,110,19,62,870,400.0,5047
1,0,3.2,75,19,13,436,900.0,5047
1,0,3.9,176,19,45,84,300.0,5047
1,0,4.0,92,19,62,1571,400.0,5047
1,0,3.5,148,19,20,1364,700.0,5047
1,1,3.2,426,19,20,1226,900.0,5047
1,0,3.6,75,19,62,1219,350.0,2041
1,0,3.9,93,19,20,679,400.0,2357
1,0,3.7,100,19,20,78,700.0,5047
1,0,3.6,163,19,20,1251,500.0,5047
1,0,3.2,63,19,20,564,400.0,5047
1,0,3.7,214,19,62,1547,300.0,5047
1,0,3.6,453,19,20,1156,600.0,5047
1,0,3.0,61,19,20,197,600.0,5047
1,0,3.2,153,19,20,60,450.0,3324
1,1,4.2,800,19,20,1156,750.0,5047
1,0,3.8,159,19,13,426,400.0,5047
1,0,3.8,101,19,3,193,600.0,5047
1,0,3.9,163,19,35,787,250.0,5047
1,0,3.9,176,19,62,366,650.0,5047
1,0,3.9,56,19,62,38,600.0,5047
1,0,3.7,45,19,43,1196,500.0,5047
1,0,3.7,54,19,30,956,450.0,5047
1,0,3.1,352,19,20,1599,400.0,5047
1,0,2.8,297,19,62,1219,600.0,5047
1,1,3.9,72,19,20,1196,600.0,5047
1,1,4.0,537,19,5,1403,1500.0,5047
0,1,4.3,1249,19,60,734,1200.0,5047
1,0,3.8,108,19,62,817,400.0,5047
1,0,3.7,56,19,14,354,400.0,5047
1,0,3.1,127,19,0,181,500.0,5047
1,0,2.7,477,19,62,1474,400.0,3126
1,0,3.6,55,19,41,1335,400.0,5047
0,1,3.8,473,19,20,50,650.0,5047
1,0,3.9,417,19,62,1589,400.0,5047
1,0,3.0,60,19,30,188,500.0,5047
1,0,2.9,380,19,20,1437,1000.0,5047
1,0,3.8,49,19,4,1457,1200.0,5047
1,0,3.0,119,19,13,440,700.0,5047
1,1,3.4,184,19,21,594,900.0,5047
0,0,4.0,67,19,30,956,200.0,5047
0,0,3.6,74,19,20,1196,500.0,5047
1,0,4.2,882,19,20,745,1100.0,5047
0,0,3.0,57,19,20,1197,1000.0,5047
0,0,3.1,83,19,20,1196,700.0,5047
0,0,3.6,196,19,20,43,600.0,5047
0,1,3.7,74,19,21,545,1500.0,5047
0,0,4.0,134,19,17,427,400.0,5047
0,0,3.7,38,19,20,1196,500.0,5047
0,0,3.9,117,19,13,389,700.0,5047
0,0,3.7,56,19,20,1587,500.0,5047
0,0,2.9,126,19,62,1616,350.0,5047
0,0,2.4,142,19,20,1156,450.0,5047
0,0,3.9,90,19,29,757,400.0,5047
0,0,3.5,42,19,62,1156,400.0,5047
0,0,2.9,95,19,20,521,500.0,5047
0,0,3.8,57,19,62,1196,500.0,5047
1,0,3.1,64,19,13,332,600.0,5047
1,1,3.7,266,19,37,1419,2000.0,5047
1,1,4.5,863,19,22,1468,600.0,5047
0,0,4.0,67,19,30,956,200.0,5047
0,0,2.8,124,19,66,1455,250.0,5047
1,0,3.1,273,19,62,1473,400.0,5047
1,0,3.7,54,19,30,956,450.0,5047
1,0,4.1,209,19,11,214,400.0,5047
1,0,3.0,60,19,30,188,500.0,5047
1,0,3.8,101,19,3,193,600.0,5047
1,0,3.7,56,19,14,354,400.0,5047
1,0,3.9,163,19,35,787,250.0,5047
0,0,4.0,135,19,17,427,400.0,5047
1,0,2.6,64,19,3,187,400.0,5047
0,0,3.9,117,19,13,389,700.0,5047
1,0,3.1,127,19,0,181,500.0,5047
1,0,3.9,81,19,29,181,500.0,5047
0,1,4.7,544,19,20,174,1500.0,5047
0,1,3.7,177,19,20,635,1200.0,5047
0,1,4.4,809,19,60,715,1200.0,5047
0,1,4.3,1265,19,60,734,1200.0,5047
0,1,4.3,1147,19,20,1325,1600.0,5047
1,1,4.5,863,19,22,1468,600.0,5047
1,0,4.2,882,19,20,745,1100.0,5047
1,1,4.0,537,19,5,1403,1500.0,5047
1,1,4.3,1387,19,20,1246,900.0,5047
1,1,4.2,1137,19,20,1319,800.0,5047
0,1,4.3,169,19,4,1301,1400.0,5047
1,0,4.0,1369,19,20,282,600.0,5047
0,1,3.8,473,19,20,50,650.0,5047
1,0,4.1,354,19,13,505,700.0,5047
1,0,4.0,2043,19,20,294,800.0,5047
0,1,4.1,268,19,37,1168,3000.0,5047
0,1,4.3,385,19,20,1545,1500.0,5047
0,1,3.6,180,19,60,718,1300.0,5047
0,1,3.9,285,19,37,1320,2200.0,5047
1,0,3.9,407,19,62,67,450.0,5047
1,0,3.2,79,19,13,359,500.0,5047
1,0,3.7,294,19,20,1255,500.0,5047
1,0,3.9,678,19,20,292,800.0,5047
1,0,3.8,571,19,20,1037,600.0,5047
0,0,3.8,115,19,20,539,1200.0,5047
0,1,4.0,415,19,20,759,1400.0,5047
1,0,3.9,94,19,20,679,400.0,5047
1,0,3.6,98,19,20,1203,700.0,5047
1,1,3.9,418,19,20,1538,800.0,5047
0,0,3.6,213,19,20,1599,400.0,5047
1,0,3.8,523,19,20,46,450.0,5047
1,1,3.7,267,19,37,1419,2000.0,5047
1,0,3.7,159,19,13,426,400.0,5047
1,1,3.9,72,19,20,1196,600.0,5047
0,0,4.1,163,19,4,878,1200.0,5047
1,0,3.1,1365,19,20,121,700.0,5047
1,0,3.1,64,19,13,332,600.0,5047
1,0,3.8,478,19,62,1199,400.0,5047
0,0,3.6,74,19,20,1196,500.0,5047
1,0,3.6,453,19,20,1156,600.0,5047
1,1,3.2,426,19,20,1226,900.0,5047
1,1,4.2,800,19,20,1156,750.0,5047
1,0,3.5,148,19,20,1364,700.0,5047
0,1,4.0,119,19,46,885,2500.0,5047
0,1,4.0,54,19,37,620,2200.0,5047
1,0,3.7,101,19,20,78,700.0,5047
1,1,3.4,183,19,21,594,900.0,5047
0,0,3.8,76,19,46,878,1500.0,5047
1,0,3.4,173,19,20,97,650.0,5047
1,0,3.8,514,19,20,599,750.0,5047
1,0,3.9,419,19,62,1589,400.0,5047
1,0,2.9,380,19,20,1437,1000.0,5047
1,0,3.0,119,19,13,440,700.0,5047
1,1,3.6,778,19,20,604,850.0,5047
0,1,3.6,116,19,4,635,1200.0,5047
1,0,3.2,154,19,20,60,450.0,5047
0,1,4.0,63,19,37,965,2500.0,5047
0,1,2.5,118,19,20,1222,850.0,5047
1,0,3.7,70,19,20,1196,500.0,5047
0,0,3.8,47,19,20,235,500.0,5047
0,0,3.0,57,19,20,1197,1000.0,5047
0,0,3.1,83,19,20,1196,700.0,5047
1,0,3.7,56,19,14,354,400.0,5047
1,0,3.0,61,19,20,197,600.0,5047
0,1,4.1,410,19,4,898,1500.0,5047
0,0,3.5,43,19,20,1293,800.0,5047
1,0,3.6,399,19,20,1169,700.0,5047
0,0,3.6,196,19,20,43,600.0,5047
1,0,3.0,291,19,20,1196,550.0,5047
0,1,3.7,74,19,21,545,1500.0,5047
0,0,4.0,135,19,17,427,400.0,5047
1,0,3.6,539,19,20,281,800.0,5047
0,0,3.7,38,19,20,1196,500.0,5047
0,0,3.9,117,19,13,389,700.0,5047
1,0,3.6,216,19,20,1258,500.0,5047
0,0,3.7,56,19,20,1587,500.0,5047
1,1,3.8,490,19,20,243,500.0,5047
1,0,3.9,176,19,45,84,300.0,5047
0,0,2.4,142,19,20,1156,450.0,5047
0,0,2.9,95,19,20,521,500.0,5047
1,0,3.3,211,19,20,1237,550.0,5047
1,0,3.2,63,19,20,564,400.0,5047
1,0,3.6,163,19,20,1251,500.0,5047
1,0,3.5,73,19,62,1156,400.0,5047
1,0,4.0,92,19,62,1571,400.0,5047
0,0,4.0,170,19,62,1267,350.0,5047
1,0,3.6,55,19,41,1335,400.0,5047
1,0,3.9,177,19,62,366,650.0,5047
1,0,3.8,237,19,62,945,400.0,5047
1,0,4.0,262,19,62,1594,250.0,5047
1,0,4.0,117,19,62,513,300.0,5047
1,0,4.0,130,19,62,1494,400.0,5047
1,0,3.9,505,19,62,1438,250.0,5047
1,0,4.0,145,19,30,959,400.0,5047
0,0,2.8,124,19,66,1455,250.0,5047
1,0,3.1,273,19,62,1473,400.0,5047
1,0,4.0,506,19,62,1190,500.0,5047
1,0,3.5,154,19,62,322,450.0,5047
1,0,3.7,110,19,62,870,400.0,5047
1,0,3.7,123,19,62,322,500.0,5047
1,0,4.0,162,19,62,1629,300.0,5047
0,0,3.9,57,19,62,1547,200.0,5047
1,0,3.7,257,19,62,1285,350.0,5047
1,0,3.7,131,19,62,567,400.0,5047
1,0,4.0,159,19,62,200,400.0,5047
0,0,3.8,76,19,62,1373,300.0,5047
1,0,3.4,275,19,62,574,450.0,5047
1,0,4.0,427,19,62,1630,150.0,5047
1,0,3.8,101,19,3,193,600.0,5047
1,0,3.2,231,19,62,1330,400.0,5047
1,0,3.8,108,19,62,817,400.0,5047
1,0,3.4,83,19,62,1193,300.0,5047
1,0,3.8,234,19,62,1235,400.0,5047
1,0,3.7,214,19,62,1547,300.0,5047
1,0,3.8,560,19,62,323,600.0,5047
1,0,3.6,88,19,62,1209,400.0,5047
1,0,2.8,297,19,62,1219,600.0,5047
1,0,2.7,195,19,62,1465,750.0,5047
1,0,3.6,98,19,41,1670,400.0,5047
1,0,3.7,45,19,43,1196,500.0,5047
1,0,3.4,52,19,41,43,500.0,5047
1,0,3.8,307,19,62,553,250.0,5047
0,0,2.9,126,19,62,1616,350.0,5047
0,0,3.5,42,19,62,1156,400.0,5047
0,0,3.8,57,19,62,1196,500.0,5047
1,0,3.7,95,19,62,551,400.0,5047
1,0,3.6,75,19,62,1219,350.0,5047
1,0,3.6,60,19,62,1156,500.0,5047
1,0,3.6,332,19,62,1196,250.0,5047
1,0,3.7,570,19,62,1196,300.0,5047
0,1,4.3,1265,19,60,734,1200.0,5047
0,1,4.4,809,19,60,715,1200.0,5047
0,1,3.6,116,19,4,635,1200.0,5047
1,1,4.0,537,19,5,1403,1500.0,5047
0,1,4.3,169,19,4,1301,1400.0,5047
0,1,3.6,180,19,60,718,1300.0,5047
0,0,4.1,163,19,4,878,1200.0,5047
0,1,4.0,119,19,46,885,2500.0,5047
1,1,3.4,183,19,21,594,900.0,717
0,0,3.8,76,19,46,878,1500.0,5047
0,1,4.1,410,19,4,898,1500.0,5047
0,1,3.6,116,19,4,635,1200.0,5047
0,1,4.4,809,19,60,715,1200.0,5047
0,1,4.3,1265,19,60,734,1200.0,5047
1,1,4.0,537,19,5,1403,1500.0,5047
0,1,4.3,169,19,4,1301,1400.0,5047
0,1,3.6,180,19,60,718,1300.0,5047
0,0,4.1,163,19,4,878,1200.0,5047
1,0,3.8,49,19,4,1457,1200.0,3747
1,1,3.4,183,19,21,594,900.0,717
0,1,4.1,410,19,4,898,1500.0,5047
0,1,3.7,74,19,21,545,1500.0,5047
1,0,4.1,1864,20,20,1402,750.0,5047
1,1,4.0,188,74,21,1361,1300.0,4510
0,1,4.3,153,78,37,18,2800.0,5047
0,1,4.0,324,15,46,1397,1300.0,5047
1,1,4.2,475,15,20,1272,1700.0,5047
0,0,3.9,183,78,20,1320,2200.0,5047
1,1,3.8,91,15,20,1429,1800.0,5047
1,1,3.8,198,49,20,982,1600.0,5047
0,1,3.9,158,15,20,1446,1100.0,5047
0,0,3.9,62,20,13,392,1100.0,5047
0,0,4.1,147,20,63,350,700.0,5047
1,0,3.8,362,20,13,383,700.0,448
1,0,4.1,252,20,1,177,350.0,4110
0,0,2.9,45,20,13,383,600.0,5047
1,1,4.7,4678,15,59,1458,1300.0,2764
1,1,4.3,2671,49,13,406,1200.0,385
1,0,4.3,654,15,17,427,750.0,3422
0,0,4.2,164,78,13,499,750.0,5047
1,0,4.3,570,78,13,407,700.0,4894
1,0,4.1,153,81,13,455,300.0,408
1,1,4.3,860,15,22,659,1000.0,2141
1,0,4.2,740,15,13,406,750.0,2258
1,0,3.9,462,78,16,340,800.0,480
1,1,4.1,1852,78,13,459,650.0,3762
1,0,4.3,1133,27,13,438,800.0,2971
1,0,3.6,95,27,16,373,650.0,2270
0,0,4.0,47,78,13,461,750.0,5047
1,0,3.7,66,78,13,483,800.0,5047
1,0,4.2,432,78,14,482,700.0,458
0,0,4.2,115,78,22,1074,1000.0,5047
1,0,4.2,255,81,13,401,500.0,3947
1,0,4.2,382,78,13,1478,500.0,1720
0,1,3.9,315,49,13,404,800.0,5047
1,0,3.8,37,78,20,213,400.0,5047
0,0,4.0,44,81,13,487,1100.0,5047
1,0,3.8,96,78,13,420,600.0,2505
0,0,3.9,61,2,13,436,450.0,5047
1,0,4.5,857,26,29,930,500.0,1463
1,0,3.6,531,57,29,923,450.0,12
1,0,4.3,285,76,62,330,500.0,4980
1,0,4.0,1393,26,62,323,600.0,1472
1,0,4.0,2692,60,20,1402,750.0,5047
1,0,4.1,474,26,62,235,300.0,578
1,0,3.7,117,35,62,84,300.0,2817
1,0,3.7,154,60,20,1156,600.0,5047
1,0,4.4,1413,35,62,1115,300.0,2144
1,0,3.9,169,20,62,1399,600.0,1366
1,0,4.2,128,81,29,235,650.0,1992
1,0,3.9,58,26,29,1113,600.0,4010
1,0,3.4,71,81,72,1156,200.0,1238
1,0,3.8,61,31,62,1156,400.0,5047
1,0,4.0,1074,26,62,866,350.0,4360
1,0,3.3,238,60,62,1196,400.0,5047
1,0,3.9,418,35,20,1524,800.0,2894
1,0,3.8,97,81,29,1465,750.0,1445
1,0,3.8,89,20,62,868,250.0,4680
1,0,2.9,119,35,72,267,500.0,5047
1,1,4.2,1751,26,20,254,750.0,5047
1,0,4.1,3248,26,20,294,800.0,989
1,1,4.4,691,26,20,1531,1000.0,5047
1,0,3.8,104,81,29,1190,500.0,1021
1,0,3.3,73,59,29,1470,750.0,5047
1,0,2.7,67,59,62,106,400.0,4035
1,0,4.0,1080,8,66,320,550.0,31
1,0,3.0,58,20,72,1268,400.0,5047
1,0,4.1,735,26,20,1156,950.0,5047
1,0,3.6,206,15,62,322,400.0,2627
1,0,4.1,389,26,62,1110,600.0,4890
1,0,4.4,635,65,30,956,400.0,4565
1,0,4.3,331,23,62,322,300.0,2224
1,0,4.1,1447,20,20,111,800.0,2652
1,0,3.9,104,78,62,1156,150.0,5047
1,0,4.1,58,26,70,1121,200.0,2866
1,0,3.3,302,20,20,1474,750.0,2342
1,0,4.1,205,78,62,1594,250.0,2707
1,0,3.7,75,20,62,1156,300.0,5047
1,1,4.4,2867,20,20,109,750.0,5047
1,0,3.7,89,20,62,1145,400.0,4355
1,0,3.8,229,20,20,1196,500.0,5047
1,0,3.7,93,35,62,1058,400.0,3817
1,0,4.0,154,26,20,1272,700.0,5047
1,0,2.6,227,2,62,1002,600.0,901
1,0,3.9,239,26,20,1216,800.0,1460
1,1,4.1,229,35,20,1065,550.0,5047
1,0,4.3,148,78,20,294,650.0,4570
1,1,3.1,59,76,62,247,400.0,881
1,0,3.9,186,35,62,558,500.0,5047
1,1,4.3,378,26,20,1656,1200.0,4899
1,0,3.7,42,61,20,602,900.0,1213
1,1,4.3,1434,35,20,1625,1500.0,3864
1,0,4.1,298,26,20,579,800.0,1338
1,0,4.2,975,26,20,596,1100.0,5047
1,0,4.2,382,78,13,1478,500.0,1720
1,1,4.3,765,48,20,1494,1400.0,5047
1,1,4.1,1852,78,13,459,650.0,3762
1,0,3.6,68,60,20,309,450.0,5047
1,0,4.9,1743,8,30,767,400.0,5047
1,1,4.4,3657,48,23,1464,1300.0,5036
1,1,3.8,194,76,20,274,800.0,2029
1,0,4.0,265,26,64,649,700.0,5007
1,0,4.0,176,78,20,266,750.0,975
1,1,4.2,4734,12,20,1206,1500.0,5047
1,0,3.6,54,20,20,611,600.0,5047
1,0,3.9,190,35,20,1058,600.0,586
1,0,3.8,127,35,62,851,400.0,1754
1,0,4.6,2496,48,20,809,1600.0,2574
1,0,3.9,59,26,0,175,500.0,495
1,0,3.8,151,2,62,1476,500.0,3487
0,0,3.9,135,20,20,286,600.0,5047
1,0,4.1,198,26,20,1544,650.0,4255
1,0,4.0,47,66,30,773,300.0,1606
1,0,4.2,175,14,20,1151,800.0,4924
1,0,3.9,107,48,62,1507,600.0,870
1,1,4.5,1401,12,21,558,1700.0,5047
1,1,4.3,2671,49,13,406,1200.0,385
1,1,4.7,4678,15,59,1458,1300.0,2764
1,0,3.9,306,20,20,609,500.0,41
1,0,3.9,132,20,62,119,400.0,482
1,0,3.9,851,20,20,1145,700.0,735
1,0,4.0,85,65,35,442,400.0,1638
1,0,4.2,5308,26,1,179,600.0,4527
1,1,4.3,397,8,5,892,1600.0,708
1,0,3.9,258,26,20,1277,650.0,5047
1,0,4.3,570,78,13,407,700.0,4894
1,0,3.9,200,26,62,1552,400.0,5047
1,0,3.9,54,14,11,778,400.0,2860
1,0,4.0,29,0,0,181,500.0,1614
1,0,3.5,62,20,62,1002,300.0,3466
1,0,3.1,112,20,20,521,1000.0,1156
1,1,4.3,2040,49,20,1627,1500.0,418
1,0,4.0,90,20,72,827,650.0,1792
1,1,4.5,1623,15,20,1008,1300.0,931
1,0,3.9,443,20,20,296,600.0,5047
1,1,4.4,1112,12,21,208,1200.0,5047
1,0,3.9,40,35,62,315,550.0,2188
1,0,3.8,173,21,62,235,300.0,5047
1,0,4.1,391,15,20,544,600.0,5047
1,1,4.1,617,15,20,47,1100.0,998
1,0,3.9,67,12,10,511,500.0,714
1,0,4.2,227,26,20,1654,800.0,4456
1,0,3.7,123,8,43,1670,400.0,4987
1,0,4.1,69,20,20,1156,700.0,2807
1,0,4.0,558,26,20,1277,900.0,5047
1,0,4.3,116,76,30,789,400.0,4481
1,0,2.4,48,34,62,832,450.0,1937
1,0,3.9,87,78,20,1242,500.0,2589
1,0,3.9,1838,26,20,1451,900.0,2333
1,0,4.4,216,8,41,773,450.0,3008
1,0,3.8,62,76,20,1589,400.0,122
1,0,3.6,76,35,62,1061,450.0,2376
1,0,3.7,131,26,62,1589,40.0,115
1,0,4.0,209,35,62,1150,550.0,4159
1,0,3.8,49,35,62,1597,300.0,3173
1,1,4.4,2230,48,39,1014,3000.0,3394
1,0,3.1,163,12,62,825,350.0,3267
1,0,4.1,382,35,20,557,700.0,5047
1,0,4.0,73,20,0,175,250.0,5047
1,0,4.3,184,26,62,366,650.0,2518
1,0,2.7,283,26,20,521,700.0,5047
1,0,4.0,48,26,62,1514,200.0,1699
1,0,3.9,194,20,20,610,800.0,5047
1,0,4.0,289,26,30,767,300.0,15
1,0,3.4,334,26,20,82,550.0,3889
1,0,4.0,69,26,20,517,750.0,5047
1,1,4.1,452,12,20,1156,600.0,5047
1,0,3.9,85,26,13,835,450.0,2261
1,0,3.8,83,26,32,225,100.0,2149
1,0,2.6,125,26,62,616,500.0,1178
1,0,4.0,78,14,64,864,350.0,4199
1,0,3.9,117,78,20,513,600.0,5047
1,1,4.3,500,48,21,558,1300.0,5047
1,1,4.6,1219,76,21,146,1700.0,5047
1,0,4.2,131,8,30,956,180.0,3369
1,1,4.2,475,15,20,1272,1700.0,5047
1,0,2.8,296,14,20,235,600.0,4122
1,1,3.9,1362,49,37,1156,2100.0,5047
1,0,3.9,218,35,20,68,600.0,5047
1,0,3.9,255,20,20,1097,700.0,5047
1,0,3.2,46,78,62,1156,300.0,5047
1,0,3.9,149,20,30,956,500.0,2814
1,0,4.0,719,35,13,374,1000.0,5047
1,0,3.8,201,21,20,558,550.0,5047
1,0,4.3,904,78,20,1013,2000.0,5047
1,0,3.4,63,2,20,1197,500.0,2450
1,0,4.2,133,15,20,162,1500.0,5047
1,0,3.7,87,2,62,521,450.0,1173
1,0,4.3,7546,12,46,33,1500.0,1528
1,1,4.0,1022,8,20,1375,700.0,1914
1,0,3.7,288,20,62,1474,400.0,3144
1,0,4.1,402,15,20,1378,750.0,5047
1,0,4.0,1098,78,20,1050,1300.0,5047
1,1,4.3,688,26,20,1088,1000.0,5047
1,0,3.0,566,26,20,1599,400.0,5047
1,1,4.2,2924,12,20,970,1000.0,5047
1,0,4.3,1380,20,20,1088,700.0,5047
1,0,4.0,105,20,20,1260,500.0,3352
1,1,4.3,2840,65,22,1010,800.0,3292
1,0,4.3,1707,12,46,711,1300.0,3237
1,0,3.9,205,76,20,1235,500.0,1857
1,0,4.2,1766,76,20,625,750.0,635
1,0,4.2,255,81,13,401,500.0,3947
1,1,3.9,96,8,21,1147,1300.0,4431
1,0,3.9,450,20,20,104,700.0,3264
1,0,3.5,86,60,20,565,500.0,1293
1,0,3.5,126,20,20,558,700.0,5047
1,0,4.3,654,15,17,427,750.0,3422
1,1,4.1,836,35,13,474,800.0,1386
1,1,4.2,982,78,21,913,1000.0,3884
1,1,4.0,1913,49,20,1663,2100.0,5047
1,0,3.9,119,20,20,673,1000.0,5047
1,0,3.7,184,8,62,322,500.0,4080
1,1,4.4,487,76,5,1124,1900.0,545
